ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
324 0 4.62042 5.52815 52.11995 5.58619 52.14113 901 37.992
325 0 1.4545 5.35512 52.06709 5.37365 52.06072 901 39.172
382 0 4.24282 5.45079 52.08116 5.40909 52.05298 901 37.94
326 0 9.13843 5.37659 52.1524 5.50817 52.16652 901 25.354
3013 0 2.33843 5.39165 52.18933 5.42163 52.17921 901 37.912
322 0 1.86416 5.36956 52.14392 5.39655 52.14169 901 37.912
387 0 2.62864 5.45079 52.08116 5.48906 52.07968 901 37.978
384 0 0.72261 5.39889 52.15724 5.39157 52.15256 901 37.94
323 0 2.33843 5.42163 52.17921 5.39165 52.18933 901 39.172
389 0 2.6822 5.37659 52.1524 5.34937 52.16975 901 39.172
391 0 2.01599 5.37134 52.18184 5.34937 52.16975 901 39.239
1097 NA 0.65353 4.81184 52.4551 4.82126 52.45392 901 37
1233 0 1.37409 4.8179 52.38371 4.83808 52.38399 901 38.332
1236 0 1.4126 4.82235 52.448 4.83113 52.43649 901 38.003
1216 0 3.10545 4.95514 52.51673 4.96631 52.48967 901 39.245
1095 0 4.88731 4.66966 52.38815 4.65985 52.43166 901 39.239
1218 0 1.7904 4.97624 52.50708 4.95514 52.51673 901 36.5
1212 0 1.60938 4.54579 52.38797 4.54001 52.37395 901 37.94
1225 0 2.79725 4.81929 52.42576 4.85128 52.44157 901 39.337
1220 0 2.91362 4.79732 52.49201 4.78111 52.46776 901 39.245
1221 0 0.80471 4.76281 52.50484 4.76633 52.49794 901 37.912
1222 0 1.89994 4.95514 52.51673 4.93638 52.50406 901 39.263
1171 0 1.59226 4.56642 52.39815 4.54436 52.40292 901 37.986
1217 0 3.06029 4.62371 52.47088 4.63514 52.44428 901 39.172
1230 0 3.67055 4.83002 52.40714 4.81687 52.43914 901 39.337
1226 0 1.14711 4.97624 52.50708 4.9612 52.50239 901 38.087
1261 0 3.55312 4.66966 52.38815 4.64825 52.41728 901 39.392
1229 0 5.11459 4.95514 52.51673 4.89944 52.54771 901 26.418
1238 0 6.65133 4.81238 52.49886 4.81687 52.43914 901 25.319
1246 0 3.10545 4.96631 52.48967 4.95514 52.51673 901 37.986
1243 0 1.14711 4.9612 52.50239 4.97624 52.50708 901 39.347
1232 0 1.24351 4.97624 52.50708 4.98048 52.49621 901 37.912
1228 0 2.86275 4.95003 52.48693 4.97624 52.50708 901 39.263
1241 0 2.40056 4.94812 52.50847 4.95003 52.48693 901 38.003
1260 0 3.19838 4.66966 52.38815 4.62577 52.37789 901 39.5
1248 0 0.50534 4.9612 52.50239 4.95441 52.50424 901 39.375
1234 0 2.40056 4.95003 52.48693 4.94812 52.50847 901 39.263
1244 0 2.27233 4.78156 52.51003 4.79732 52.49201 901 38.003
1242 0 4.2685 4.7555 52.44724 4.81687 52.43914 901 39.172
1235 0 1.89994 4.93638 52.50406 4.95514 52.51673 901 38.003
1237 0 5.4784 4.66966 52.38815 4.68288 52.33957 901 25.386
2954 0 1.95315 4.7889 52.38963 4.78949 52.40718 901 38.087
1227 0 1.4794 5.05509 52.50344 5.04335 52.51464 901 38.087
1239 0 2.91362 4.78111 52.46776 4.79732 52.49201 901 37.986
1253 0 13.20541 4.97624 52.50708 4.81687 52.43914 901 15.271
1249 0 2.36392 4.7555 52.44724 4.73909 52.46598 901 39.228
1245 0 3.12961 4.75907 52.41104 4.7889 52.38963 901 39.263
1240 0 6.84352 4.76537 52.492 4.81687 52.43914 901 25.372
2956 0 1.95315 4.78949 52.40718 4.7889 52.38963 901 39.347
1250 0 1.83034 4.81166 52.39787 4.78949 52.40718 901 37.069
1231 0 2.36392 4.73909 52.46598 4.7555 52.44724 901 37.968
1247 0 2.89575 5.04335 52.51464 5.0786 52.49999 901 39.172
1252 0 2.89575 5.0786 52.49999 5.04335 52.51464 901 37.912
1254 0 1.01919 4.58571 52.46004 4.59206 52.45174 901 37
395 0 2.95862 5.34171 52.21124 5.29848 52.20989 901 39.172
396 0.0310037162353569 1.78231 5.29758 52.1958 5.29597 52.17981 901 37.992
398 0 6.39236 5.28172 52.20941 5.34937 52.16975 901 25.382
397 0 1.78231 5.29597 52.17981 5.29758 52.1958 901 39.252
400 0 2.19331 5.34171 52.21124 5.36541 52.19795 901 39.2
399 0.146493406948744 5.35285 5.53202 52.26803 5.47437 52.23542 901 26.418
3014 0 2.84768 5.39165 52.18933 5.43291 52.18585 901 37.986
403 0 3.91914 5.29624 52.14458 5.29597 52.17981 901 37.978
383 0 2.70925 5.56514 52.12197 5.59707 52.13636 901 39.228
410 0.894660504115301 2.40656 5.60501 52.25509 5.62 52.27467 901 37.912
411 0 5.1244 5.37659 52.1524 5.36541 52.19795 901 25.375
404 0.0148683200692236 3.30543 5.46062 52.19643 5.49411 52.21787 901 39.172
409 0 7.31574 5.47437 52.23542 5.36743 52.23177 901 25.375
407 0.138725390168537 2.39304 5.29597 52.17981 5.31684 52.16254 901 39.172
406 0 3.30543 5.49411 52.21787 5.46062 52.19643 901 37.912
386 0 2.70925 5.59707 52.13636 5.56514 52.12197 901 37.968
405 0.352597241663903 4.53697 5.60501 52.25509 5.54016 52.24619 901 37.978
408 0 3.19002 5.45326 52.16812 5.46062 52.19643 901 37.94
413 0.191776863743208 6.23897 5.61263 52.18511 5.66113 52.23262 901 25.354
419 0.0154050039306649 3.19002 5.46062 52.19643 5.45326 52.16812 901 39.2
412 0 3.81896 5.51345 52.2076 5.46062 52.19643 901 37.986
3018 0.307498208205378 0.69539 5.16455 52.24265 5.17055 52.2376 901 37.999
3016 0 4.04861 5.41443 52.20376 5.40426 52.16791 901 39.343
3017 0.0196704958426475 7.31574 5.36743 52.23177 5.47437 52.23542 901 26.383
416 0 1.39302 5.37768 52.25649 5.37739 52.24397 901 39.172
414 0 5.52966 5.45326 52.16812 5.37659 52.1524 901 26.439
423 0 3.81896 5.46062 52.19643 5.51345 52.2076 901 39.245
483 0 4.03717 5.16455 52.24265 5.10545 52.24368 901 38.133
388 0 2.84768 5.43291 52.18585 5.39165 52.18933 901 39.245
418 0 3.91914 5.29597 52.17981 5.29624 52.14458 901 39.239
424 0.0183585683583172 2.95862 5.29848 52.20989 5.34171 52.21124 901 37.912
392 0 2.1853 5.35319 52.15025 5.34937 52.16975 901 39.245
491 0 6.78351 5.16455 52.24265 5.24033 52.20326 901 26.383
425 0 2.6822 5.34937 52.16975 5.37659 52.1524 901 37.912
422 0 1.42233 5.29624 52.14458 5.2758 52.14689 901 37.986
394 0 3.54057 5.43195 52.05126 5.42428 52.08273 901 31.84
426 0 1.42233 5.2758 52.14689 5.29624 52.14458 901 39.245
484 0 1.77397 5.3841 52.19244 5.40917 52.18832 901 38.077
495 0 6.39236 5.34937 52.16975 5.28172 52.20941 901 26.39
489 0 1.77397 5.40917 52.18832 5.3841 52.19244 901 39.337
502 0 3.64052 5.16455 52.24265 5.1383 52.27114 901 37.968
485 1.11717121117451 2.40656 5.62 52.27467 5.60501 52.25509 901 39.172
428 0 0.72261 5.39157 52.15256 5.39889 52.15724 901 39.2
490 0 9.13843 5.50817 52.16652 5.37659 52.1524 901 26.362
487 0 4.62042 5.58619 52.14113 5.52815 52.11995 901 39.252
500 0 2.01599 5.34937 52.16975 5.37134 52.18184 901 37.978
321 0 1.87662 5.19494 52.21137 5.20229 52.22762 901 37.912
3020 0 10.78273 5.16455 52.24265 5.00891 52.25906 901 18.085
488 0 1.87662 5.20229 52.22762 5.19494 52.21137 901 39.172
486 0 2.23927 5.50398 52.22679 5.47437 52.23542 901 39.172
420 0 5.1244 5.36541 52.19795 5.37659 52.1524 901 26.383
507 0 2.1853 5.34937 52.16975 5.35319 52.15025 901 37.986
385 0 0.69539 5.17055 52.2376 5.16455 52.24265 901 39.26
390 0 1.11291 5.2382 52.30373 5.22681 52.29657 901 39.172
493 0 1.27946 5.18969 52.27343 5.20683 52.2781 901 39.245
402 0 2.57574 5.24323 52.29874 5.27688 52.28824 901 37.996
2895 0 2.35499 4.68449 52.51251 4.66412 52.49538 901 37.94
2955 0 7.43743 4.74718 52.37682 4.8465 52.4047 901 26.393
1257 0 1.4794 5.04335 52.51464 5.05509 52.50344 901 39.347
1258 0 5.01291 5.03918 52.45605 5.11266 52.45992 901 37.905
1262 0 9.52756 4.66966 52.38815 4.69206 52.30361 901 17.5
1168 0 2.8882 4.66966 52.38815 4.70276 52.40439 901 39.256
1256 0 5.01291 5.11266 52.45992 5.03918 52.45605 901 39.165
1263 0 2.63618 4.66966 52.38815 4.63307 52.38039 901 38.322
1268 0 3.67055 4.81687 52.43914 4.83002 52.40714 901 38.077
1264 0 6.65133 4.81687 52.43914 4.81238 52.49886 901 26.327
1265 0 9.46207 4.81687 52.43914 4.95258 52.45806 901 26.38
2957 0 3.77019 4.81687 52.43914 4.87079 52.43125 901 38.077
1266 0 6.84352 4.81687 52.43914 4.76537 52.492 901 26.38
1267 0 4.2685 4.81687 52.43914 4.7555 52.44724 901 37.912
2645 0 1.55675 4.75901 51.82243 4.78158 51.82286 901 37.94
2647 NA 0.64047 4.59005 51.95191 4.58137 51.94981 901 39.245
2652 0 1.55675 4.78158 51.82286 4.75901 51.82243 901 39.2
2643 0 2.24655 4.60243 51.85993 4.59254 51.87918 901 39.284
2650 0 2.72969 4.61496 51.9629 4.58137 51.94981 901 39.239
2660 0 0.66581 4.6171 51.87538 4.60881 51.87231 901 39.263
2653 0 0.95226 4.53737 51.9439 4.54992 51.94028 901 39.245
2651 0.165457493945653 3.52451 4.75901 51.82243 4.72741 51.79752 901 37.891
2720 0 0.77143 4.5441 51.96449 4.55452 51.96191 901 37.992
2835 NA 0.89151 4.55884 51.89921 4.57179 51.89902 901 37.912
2648 0 0.91269 4.60243 51.85993 4.59459 51.86655 901 39.256
2751 0 0.97461 4.563 51.95489 4.55452 51.96191 901 37.986
2654 NA 1.27836 4.59909 51.91911 4.58254 51.92434 901 37.992
2659 0 1.02299 4.53737 51.9439 4.54841 51.95007 901 39.252
3098 0 2.24655 4.59254 51.87918 4.60243 51.85993 901 38.024
2655 0 1.07978 4.51273 51.95571 4.49731 51.95757 901 37.986
2853 0 1.42232 4.55884 51.89921 4.57946 51.90006 901 37.986
2759 0 0.66581 4.60881 51.87231 4.6171 51.87538 901 38.003
2657 0 1.19411 4.55385 51.95074 4.54992 51.94028 901 39.343
2951 0 0.54175 4.59254 51.87918 4.6004 51.87911 901 37.912
2731 0 1.61032 4.52454 51.94761 4.53818 51.93585 901 39.2
2663 0 0.63252 4.57353 51.94684 4.58137 51.94981 901 39.337
2719 0 1.61032 4.53818 51.93585 4.52454 51.94761 901 37.94
2729 0 1.02299 4.54841 51.95007 4.53737 51.9439 901 37.992
2718 0 0.98258 4.52455 51.916 4.52337 51.9072 901 37.986
2721 0 0.97461 4.55452 51.96191 4.563 51.95489 901 39.245
2724 0 1.77921 4.57353 51.94684 4.54992 51.94028 901 38.451
2722 0 1.13126 4.70743 51.80088 4.69348 51.79554 901 37.94
2661 0 0.94238 4.54994 51.88737 4.55571 51.87969 901 37.986
2728 0 0.77143 4.55452 51.96191 4.5441 51.96449 901 39.252
2725 0 2.28951 4.53464 51.95856 4.54992 51.94028 901 39.26
2730 0 1.9805 4.64805 51.77464 4.61936 51.77505 901 39.263
2727 0 4.09642 4.49731 51.95757 4.54992 51.94028 901 39.337
2732 0 2.36349 4.48295 51.95924 4.50897 51.94535 901 39.172
3089 0 3.20584 4.84289 51.95143 4.82138 51.92586 901 39.252
2736 0 1.9805 4.61936 51.77505 4.64805 51.77464 901 38.003
1087 0 1.13354 4.66387 52.36509 4.657 52.35581 901 39.2
1088 0 6.63334 4.65932 52.44743 4.66966 52.38815 901 26.39
1092 0 2.38537 4.62492 52.45928 4.59206 52.45174 901 37.912
1091 0 1.83132 4.63775 52.38681 4.61514 52.39573 901 37.986
3110 0 0.82989 4.61767 52.37638 4.60898 52.37115 901 37.912
1090 0 0.79446 4.843 52.43126 4.852 52.43582 901 37.978
1089 0 6.02952 4.66412 52.49538 4.72021 52.5374 901 26.407
1105 NA 3.59043 4.66966 52.38815 4.61701 52.38618 901 39.235
1112 0 2.63297 4.64787 52.36859 4.66966 52.38815 901 38.115
3111 0 1.56046 4.64455 52.48803 4.66412 52.49538 901 38.143
1096 0 1.93121 4.67491 52.51121 4.68588 52.4952 901 37.912
1106 0 3.8335 4.59107 52.36848 4.64343 52.35585 901 39.337
1166 0 1.37421 4.64787 52.36859 4.65158 52.38073 901 37.912
1099 0 2.79725 4.85128 52.44157 4.81929 52.42576 901 38.077
1094 0 1.74563 4.59206 52.45174 4.61097 52.46237 901 39.2
1101 0 1.07301 4.6369 52.37723 4.65158 52.38073 901 38.077
3113 0 0.82989 4.60898 52.37115 4.61767 52.37638 901 39.172
1104 0 1.07051 4.61701 52.38618 4.61514 52.39573 901 37.912
1164 0 4.5876 4.61674 52.36262 4.66966 52.38815 901 26.401
1098 0 2.38537 4.59206 52.45174 4.62492 52.45928 901 39.172
1170 0 3.8335 4.64343 52.35585 4.59107 52.36848 901 38.077
1093 0 1.73056 4.66387 52.36509 4.64343 52.35585 901 39.172
3112 0 1.04384 4.63855 52.36474 4.64343 52.35585 901 39.364
1109 0 1.03772 4.6369 52.37723 4.62682 52.37023 901 38.101
1176 NA 0.67904 4.66966 52.38815 4.66046 52.38577 901 39.172
1110 0 3.59043 4.61701 52.38618 4.66966 52.38815 901 37.975
3114 0 1.08668 4.60898 52.37115 4.61674 52.36262 901 39.245
1103 0 1.01919 4.59206 52.45174 4.58571 52.46004 901 40
3115 0 1.08668 4.61674 52.36262 4.60898 52.37115 901 37.986
1183 0 2.86869 4.64343 52.35585 4.68341 52.34775 901 37.978
1111 0 4.17097 4.657 52.35581 4.61138 52.33081 901 37.912
1113 0 3.11523 4.69804 52.3746 4.73907 52.36221 901 37.912
1160 0 0.67904 4.66046 52.38577 4.66966 52.38815 901 37.912
1161 0 1.12501 4.64987 52.39353 4.66046 52.38577 901 39.172
1187 0 1.04384 4.64343 52.35585 4.63855 52.36474 901 38.105
