ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
226 0 1.01475 4.35038 52.0613 4.33736 52.05697 851 39.245
230 0 1.9765 4.39901 52.07201 4.37514 52.08196 851 39.343
237 0 1.55741 4.65782 52.14924 4.64653 52.13708 851 39.256
244 0 0.78402 4.35449 51.99756 4.34582 51.99297 851 37.94
238 0 2.46431 4.66843 52.11736 4.63641 52.12748 851 37.992
241 0 0.92709 4.67704 52.14403 4.68016 52.15214 851 39.375
231 0 0.89415 4.64683 52.12263 4.63641 52.12748 851 37.978
247 0 2.04163 4.60259 52.13311 4.63137 52.13793 851 39.172
3257 0 4.26817 4.27888 51.98392 4.34099 51.98498 851 37.912
255 0 0.95686 4.368 52.03913 4.35558 52.04305 851 37.992
240 0 2.16804 4.39114 52.06516 4.37514 52.08196 851 39.337
236 0 6.54215 4.40737 52.04649 4.35449 51.99756 851 26.372
256 0 1.27572 4.35449 51.99756 4.37257 52.00021 851 37.986
239 0 2.0266 4.36997 52.06403 4.37514 52.08196 851 39.245
142 0 2.09379 4.39937 52.09343 4.37514 52.08196 851 39.343
243 0 7.44754 4.45869 51.97903 4.35449 51.99756 851 26.078
2906 0 4.61284 4.46483 52.09547 4.40021 52.08385 851 37.978
245 0 6.8543 4.70763 52.19771 4.66519 52.1419 851 27.5
242 0 1.42215 4.40737 52.04649 4.38982 52.03968 851 39.337
248 0 8.79473 4.48251 51.99996 4.35449 51.99756 851 19.067
246 0 3.47498 4.70683 52.16648 4.70763 52.19771 851 37.94
233 0 1.42215 4.38982 52.03968 4.40737 52.04649 851 38.077
266 0 6.54215 4.35449 51.99756 4.40737 52.04649 851 25.364
3259 0 2.95676 4.67341 52.18634 4.71454 52.17813 851 37.912
250 0 3.47498 4.70763 52.19771 4.70683 52.16648 851 39.2
252 0 2.95676 4.71454 52.17813 4.67341 52.18634 851 39.172
3261 0 8.13028 4.472 51.98867 4.35449 51.99756 851 26.113
249 0 2.46431 4.63641 52.12748 4.66843 52.11736 851 39.252
3260 0 4.97564 4.67341 52.18634 4.66519 52.1419 851 26.327
257 0 1.65195 4.35449 51.99756 4.37226 52.00757 851 38.101
254 0 0.89415 4.63641 52.12748 4.64683 52.12263 851 39.239
258 0 7.44754 4.35449 51.99756 4.45869 51.97903 851 25.07
259 0 5.91205 4.35449 51.99756 4.34662 52.05048 851 37.986
260 0 8.79473 4.35449 51.99756 4.48251 51.99996 851 18.058
261 0 1.33415 4.35449 51.99756 4.36121 52.00881 851 37.999
3262 0 8.13028 4.35449 51.99756 4.472 51.98867 851 25.105
262 0 1.46147 4.35449 51.99756 4.35501 52.01069 851 38.077
263 0 1.78888 4.35449 51.99756 4.35846 51.98166 851 37.986
264 0 0.84529 4.35449 51.99756 4.34508 52.00245 851 37.947
265 0 0.98829 4.35449 51.99756 4.34993 52.00598 851 37.079
268 0 2.16804 4.37514 52.08196 4.39114 52.06516 851 38.077
267 0 2.09379 4.37514 52.08196 4.39937 52.09343 851 38.084
