ID RainfallDepthPath PathLength XStart YStart XEnd YEnd IntervalNumber Frequency
3013 NA 2.33843 5.39165 52.18933 5.42163 52.17921 1833 37.912
322 NA 1.86416 5.36956 52.14392 5.39655 52.14169 1833 37.912
387 NA 2.62864 5.45079 52.08116 5.48906 52.07968 1833 37.978
323 NA 2.33843 5.42163 52.17921 5.39165 52.18933 1833 39.172
391 NA 2.01599 5.37134 52.18184 5.34937 52.16975 1833 39.239
389 NA 2.6822 5.37659 52.1524 5.34937 52.16975 1833 39.172
395 NA 2.95862 5.34171 52.21124 5.29848 52.20989 1833 39.172
324 NA 4.62042 5.52815 52.11995 5.58619 52.14113 1833 37.992
396 NA 1.78231 5.29758 52.1958 5.29597 52.17981 1833 37.992
384 NA 0.72261 5.39889 52.15724 5.39157 52.15256 1833 37.94
399 NA 5.35285 5.53202 52.26803 5.47437 52.23542 1833 26.418
398 NA 6.39236 5.28172 52.20941 5.34937 52.16975 1833 25.382
400 NA 2.19331 5.34171 52.21124 5.36541 52.19795 1833 39.2
397 NA 1.78231 5.29597 52.17981 5.29758 52.1958 1833 39.252
3014 NA 2.84768 5.39165 52.18933 5.43291 52.18585 1833 37.986
383 NA 2.70925 5.56514 52.12197 5.59707 52.13636 1833 39.228
406 NA 3.30543 5.49411 52.21787 5.46062 52.19643 1833 37.912
405 NA 4.53697 5.60501 52.25509 5.54016 52.24619 1833 37.978
403 NA 3.91914 5.29624 52.14458 5.29597 52.17981 1833 37.978
411 NA 5.1244 5.37659 52.1524 5.36541 52.19795 1833 25.375
404 NA 3.30543 5.46062 52.19643 5.49411 52.21787 1833 39.172
409 NA 7.31574 5.47437 52.23542 5.36743 52.23177 1833 25.375
386 NA 2.70925 5.59707 52.13636 5.56514 52.12197 1833 37.968
413 NA 6.23897 5.61263 52.18511 5.66113 52.23262 1833 25.354
408 NA 3.19002 5.45326 52.16812 5.46062 52.19643 1833 37.94
412 NA 3.81896 5.51345 52.2076 5.46062 52.19643 1833 37.986
3016 NA 4.04861 5.41443 52.20376 5.40426 52.16791 1833 39.343
407 NA 2.39304 5.29597 52.17981 5.31684 52.16254 1833 39.172
3017 NA 7.31574 5.36743 52.23177 5.47437 52.23542 1833 26.383
3018 NA 0.69539 5.16455 52.24265 5.17055 52.2376 1833 37.999
414 NA 5.52966 5.45326 52.16812 5.37659 52.1524 1833 26.439
416 NA 1.39302 5.37768 52.25649 5.37739 52.24397 1833 39.172
388 NA 2.84768 5.43291 52.18585 5.39165 52.18933 1833 39.245
483 NA 4.03717 5.16455 52.24265 5.10545 52.24368 1833 38.133
392 NA 2.1853 5.35319 52.15025 5.34937 52.16975 1833 39.245
419 NA 3.19002 5.46062 52.19643 5.45326 52.16812 1833 39.2
424 NA 2.95862 5.29848 52.20989 5.34171 52.21124 1833 37.912
491 NA 6.78351 5.16455 52.24265 5.24033 52.20326 1833 26.383
423 NA 3.81896 5.46062 52.19643 5.51345 52.2076 1833 39.245
418 NA 3.91914 5.29597 52.17981 5.29624 52.14458 1833 39.239
420 NA 5.1244 5.36541 52.19795 5.37659 52.1524 1833 26.383
489 NA 1.77397 5.40917 52.18832 5.3841 52.19244 1833 39.337
425 NA 2.6822 5.34937 52.16975 5.37659 52.1524 1833 37.912
426 NA 1.42233 5.2758 52.14689 5.29624 52.14458 1833 39.245
422 NA 1.42233 5.29624 52.14458 5.2758 52.14689 1833 37.986
501 NA 2.19331 5.36541 52.19795 5.34171 52.21124 1833 37.94
502 NA 3.64052 5.16455 52.24265 5.1383 52.27114 1833 37.968
394 NA 3.54057 5.43195 52.05126 5.42428 52.08273 1833 31.84
495 NA 6.39236 5.34937 52.16975 5.28172 52.20941 1833 26.39
428 NA 0.72261 5.39157 52.15256 5.39889 52.15724 1833 39.2
484 NA 1.77397 5.3841 52.19244 5.40917 52.18832 1833 38.077
510 NA 1.49576 5.36541 52.19795 5.38184 52.20683 1833 37.986
485 NA 2.40656 5.62 52.27467 5.60501 52.25509 1833 39.172
490 NA 9.13843 5.50817 52.16652 5.37659 52.1524 1833 26.362
486 NA 2.23927 5.50398 52.22679 5.47437 52.23542 1833 39.172
3020 NA 10.78273 5.16455 52.24265 5.00891 52.25906 1833 18.085
488 NA 1.87662 5.20229 52.22762 5.19494 52.21137 1833 39.172
500 NA 2.01599 5.34937 52.16975 5.37134 52.18184 1833 37.978
487 NA 4.62042 5.58619 52.14113 5.52815 52.11995 1833 39.252
385 NA 0.69539 5.17055 52.2376 5.16455 52.24265 1833 39.26
493 NA 1.27946 5.18969 52.27343 5.20683 52.2781 1833 39.245
390 NA 1.11291 5.2382 52.30373 5.22681 52.29657 1833 39.172
402 NA 2.57574 5.24323 52.29874 5.27688 52.28824 1833 37.996
496 NA 1.01852 5.24503 52.29027 5.25645 52.29617 1833 38.077
516 NA 6.85362 5.16455 52.24265 5.18486 52.18232 1833 26.372
498 NA 1.08464 5.18969 52.27343 5.20094 52.26654 1833 39.26
393 NA 0.65223 5.2382 52.30373 5.24323 52.29874 1833 39.2
505 NA 2.18474 5.24503 52.29027 5.27688 52.28824 1833 37.94
503 NA 6.78351 5.24033 52.20326 5.16455 52.24265 1833 25.375
321 NA 1.87662 5.19494 52.21137 5.20229 52.22762 1833 37.912
527 NA 5.41137 5.16455 52.24265 5.14157 52.1961 1833 26.155
499 NA 1.08464 5.20094 52.26654 5.18969 52.27343 1833 37.999
427 NA 1.84719 5.26824 52.17976 5.2918 52.17164 1833 39.172
417 NA 0.76187 5.27546 52.2973 5.26515 52.29467 1833 37.999
506 NA 4.6301 5.23127 52.23529 5.16455 52.24265 1833 38.328
507 NA 2.1853 5.34937 52.16975 5.35319 52.15025 1833 37.986
504 NA 6.85362 5.18486 52.18232 5.16455 52.24265 1833 25.364
494 NA 3.68458 5.04635 52.26468 5.03941 52.29753 1833 37.912
512 NA 2.42556 5.24033 52.20326 5.225 52.22292 1833 39.252
513 NA 1.01271 5.27688 52.28824 5.27546 52.2973 1833 39.2
508 NA 2.55582 5.3123 52.22234 5.27701 52.21473 1833 38.084
509 NA 2.95042 5.25356 52.26591 5.27688 52.28824 1833 37.968
497 NA 0.76187 5.26515 52.29467 5.27546 52.2973 1833 39.26
492 NA 4.4741 5.15589 52.28251 5.16455 52.24265 1833 39.252
521 NA 6.01785 5.27688 52.28824 5.21497 52.24973 1833 26.401
514 NA 1.27946 5.20683 52.2781 5.18969 52.27343 1833 37.986
515 NA 3.64052 5.1383 52.27114 5.16455 52.24265 1833 39.228
529 NA 5.2712 5.16455 52.24265 5.15027 52.28921 1833 26.372
525 NA 2.95042 5.27688 52.28824 5.25356 52.26591 1833 39.228
518 NA 5.2712 5.15027 52.28921 5.16455 52.24265 1833 25.364
517 NA 6.23897 5.66113 52.23262 5.61263 52.18511 1833 26.362
511 NA 2.06071 5.23127 52.23529 5.25512 52.22395 1833 39.239
519 NA 5.41137 5.14157 52.1961 5.16455 52.24265 1833 25.148
3021 NA 2.55582 5.27701 52.21473 5.3123 52.22234 1833 39.343
530 NA 4.87017 5.16455 52.24265 5.17366 52.28607 1833 26.401
520 NA 1.61417 5.61272 52.1674 5.58913 52.16776 1833 39.172
524 NA 2.42556 5.225 52.22292 5.24033 52.20326 1833 37.992
523 NA 4.87017 5.17366 52.28607 5.16455 52.24265 1833 25.392
522 NA 1.61417 5.58913 52.16776 5.61272 52.1674 1833 37.912
3030 NA 4.4741 5.16455 52.24265 5.15589 52.28251 1833 37.992
528 NA 1.01852 5.25645 52.29617 5.24503 52.29027 1833 39.337
3009 NA 9.7262 6.01829 50.76375 6.00506 50.85079 1833 18.003
1612 NA 3.44422 5.88175 50.81862 5.92577 50.83209 1833 39.172
1589 NA 1.87782 5.82255 50.86786 5.84661 50.87515 1833 39.172
1600 NA 1.45928 5.97121 50.94406 5.97097 50.95718 1833 39.172
1591 NA 1.94119 5.94528 50.93239 5.96215 50.91857 1833 39.343
1613 NA 2.50258 5.97751 50.79329 5.9518 50.80881 1833 37.912
1603 NA 2.95646 6.00506 50.85079 6.01578 50.82509 1833 37.968
1604 NA 3.25153 5.97121 50.94406 5.97087 50.97329 1833 39.337
1596 NA 2.1886 5.82255 50.86786 5.844 50.8821 1833 39.277
1587 NA 1.49186 6.01829 50.76375 6.01596 50.77708 1833 39.172
1618 NA 5.64968 5.97751 50.79329 5.92577 50.83209 1833 26.327
1597 NA 2.34029 5.94528 50.93239 5.93863 50.953 1833 39.252
1599 NA 1.48061 6.06137 50.87952 6.06067 50.86622 1833 37.912
1438 NA 0.69618 6.00506 50.85079 6.00712 50.85691 1833 38.017
1595 NA 1.94119 5.96215 50.91857 5.94528 50.93239 1833 38.084
1601 NA 5.16232 6.06067 50.86622 5.99287 50.84854 1833 26.362
1602 NA 1.72143 6.02212 50.86187 6.00506 50.85079 1833 39.165
1453 NA 5.41576 5.96215 50.91857 5.88597 50.91137 1833 25.105
1605 NA 1.48061 6.06067 50.86622 6.06137 50.87952 1833 39.172
1448 NA 11.88765 6.00506 50.85079 5.88695 50.77448 1833 19.04
1606 NA 1.1893 6.02212 50.86187 6.03446 50.85457 1833 39.239
1607 NA 2.57074 6.01642 50.89715 5.98374 50.88682 1833 39.26
1436 NA 5.16232 5.99287 50.84854 6.06067 50.86622 1833 25.354
3012 NA 6.89277 6.0264 50.91127 6.00506 50.85079 1833 25.13
1441 NA 1.4976 5.96053 50.89543 5.9611 50.88197 1833 39.263
1437 NA 5.9788 5.94294 50.89908 5.85858 50.89253 1833 25.382
1439 NA 5.21868 6.01642 50.89715 6.00506 50.85079 1833 25.364
1608 NA 2.04168 6.02581 50.89034 6.00303 50.87897 1833 37.062
1446 NA 5.43363 5.96053 50.89543 5.89693 50.86773 1833 25.354
1440 NA 2.57074 5.98374 50.88682 6.01642 50.89715 1833 37.999
1456 NA 1.08109 5.97582 50.87151 5.98067 50.88073 1833 37.978
1443 NA 3.12368 5.94294 50.89908 5.93357 50.92653 1833 37.992
1474 NA 1.72143 6.00506 50.85079 6.02212 50.86187 1833 37.905
1444 NA 2.7652 5.97423 50.84333 6.00712 50.85691 1833 37.978
1445 NA 0.88209 5.98067 50.88073 5.9724 50.88669 1833 39.239
1449 NA 2.34029 5.93863 50.953 5.94528 50.93239 1833 37.992
3038 NA 1.25152 5.70322 50.77924 5.71352 50.7884 1833 37.978
1447 NA 6.9253 5.94294 50.89908 6.00506 50.85079 1833 25.41
1450 NA 1.38741 5.97087 50.97329 5.98993 50.97002 1833 37.992
1486 NA 6.9253 6.00506 50.85079 5.94294 50.89908 1833 26.418
1452 NA 0.88209 5.9724 50.88669 5.98067 50.88073 1833 37.978
1455 NA 1.38741 5.98993 50.97002 5.97087 50.97329 1833 39.252
1454 NA 1.4976 5.9611 50.88197 5.96053 50.89543 1833 38.003
1459 NA 3.25153 5.97087 50.97329 5.97121 50.94406 1833 38.077
1451 NA 2.95646 6.01578 50.82509 6.00506 50.85079 1833 39.228
1460 NA 1.96491 5.71196 50.77077 5.71352 50.7884 1833 38.003
1463 NA 11.88765 5.88695 50.77448 6.00506 50.85079 1833 18.03
1629 NA 5.21868 6.00506 50.85079 6.01642 50.89715 1833 26.372
1462 NA 3.44422 5.92577 50.83209 5.88175 50.81862 1833 37.912
1465 NA 5.43363 5.89693 50.86773 5.96053 50.89543 1833 26.362
1458 NA 3.02912 5.97489 50.83353 6.01578 50.82509 1833 37.912
1468 NA 4.60782 5.9724 50.88669 6.00506 50.85079 1833 25.386
1469 NA 5.64968 5.92577 50.83209 5.97751 50.79329 1833 25.319
1464 NA 2.75389 5.91125 50.95478 5.91781 50.93037 1833 39.26
1471 NA 1.44454 5.89693 50.86773 5.91001 50.87774 1833 39.263
1467 NA 1.49186 6.01596 50.77708 6.01829 50.76375 1833 37.912
1457 NA 5.41576 5.88597 50.91137 5.96215 50.91857 1833 26.113
1594 NA 1.12428 5.94535 50.9112 5.93241 50.90527 1833 39.245
1485 NA 3.05838 6.02522 50.87514 6.00506 50.85079 1833 39.228
1470 NA 1.12428 5.93241 50.90527 5.94535 50.9112 1833 37.986
1482 NA 2.08824 5.81539 50.90042 5.78901 50.90903 1833 37.989
1480 NA 3.19543 5.8322 50.84425 5.87329 50.85644 1833 39.256
